nodes
129582
114124
103203
104680
122330
123598
118096
119519
127253
120894
127245
110940
120632
110370
129697
117206
126577
104436
123903
131221
129774
128941
121360
126360
115044
118645
106516
102603
103902
114742
115915
125858
130224
126030
111912
106558
129721
113051
110027
132352
114981
100065
100348
119324
121782
102145
120223
115137
121355
128975
104970
107881
125118
117139
121619
112866
130643
120581
121697
121895
105197
105605
131400
120089
126931
119927
121831
107831
119083
104734
100921
124518
118794
127485
123627
108672
106100
115777
112527
111335
104113
102839
112776
121770
104090
104575
108653
100715
131474
116962
124966
117361
127104
122409
103101
129882
123370
118510
101968
120289
101466
111618
107934
126375
128820
104144
102076
112560
112869
103150
109847
112052
118371
117052
113117
121240
117294
114856
125896
131917
111277
103877
117208
127238
112732
100582
125110
123584
110739
119153
104468
123264
128861
121190
105254
116500
101528
111110
129000
128656
104362
108005
104994
103376
118554
129758
132023
131935
117484
121651
113364
122072
102885
124419
112539
120278
104520
108046
118506
112025
101891
120211
100056
101868
119131
114991
112592
132239
113787
124784
103392
121518
123831
101907
127929
117033
100401
125963
127823
126275
130185
119382
100833
112758
112451
121456
126459
102457
125760
100950
120502
113606
126758
100415
101279
132189
102605
128007
100036
129263
127496
113130
130667
106920
112403
126742
127652
113954
111660
117575
101637
132350
117090
118354
119474
127294
113311
107771
103804
115142
127336
111642
120162
102612
132208
105733
119562
108852
111126
110548
124252
108016
131876
121745
121761
102867
128247
105709
100521
109831
120475
128462
100663
127159
115027
129859
105242
126564
104085
102642
109737
104930
109936
107709
115726
112064
121819
101542
123110
119116
124132
107250
127598
104030
122653
127972
120766
128338
112171
123214
105894
121704
105485
106548
115216
126766
114131
116314
124093
103108
121646
112255
120007
105855
127753
115140
128536
103921
107770
120288
111747
125936
128659
118871
116357
119375
130703
124176
102710
106530
105068
106305
127096
129376
115919
100372
115476
130155
123942
113746
132151
132104
131794
102408
103424
102666
106347
117027
107980
123006
130488
100451
132421
121873
101040
102933
116519
117456
113262
104095
129084
108379
104920
121254
132324
100203
104496
117429
115518
115714
125599
111191
130182
105715
128926
129756
119797
119691
125560
118650
114904
109684
131511
129880
113912
117058
114569
115786
122452
104876
116190
129012
100502
108136
125634
127799
120332
108523
119760
115240
120636
128831
100956
114987
103779
123004
114923
123966
108013
127315
104428
123641
108887
124458
103506
118217
113092
102869
121719
117745
104088
112566
117117
119669
122470
132122
108266
127071
115174
123092
105725
125892
111309
121171
120036
105495
118539
131750
105168
107672
131060
101294
108667
109916
104066
129929
123851
131878
114034
102137
111107
108409
126048
124680
107376
109996
116178
106378
118368
124418
102152
105810
102841
131667
113771
125817
121640
104722
106532
104377
113822
110362
130022
117276
118015
105892
102783
107875
102543
104405
105280
101341
111577
119195
103073
117458
103786
104393
116617
119470
115089
105128
118151
115133
104082
106250
123571
124506
116526
128766
115527
107540
110487
